,Title,Link,modified,created
FALSE,Impact Soundworks - Vocalisa Slavic Womens Choir,https://drive.google.com/file/d/10m7OMBwJb2Q9hFcdBnl0JBIju3f0DtgE/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Strezov Sampling - RHODOPE - Ethnic Bulgarian Choir,https://drive.google.com/file/d/17OMnkZVQrF5NGRhwwjUrtoDixYi2K0Xq/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Mystica,https://drive.google.com/file/d/1xg5PFXpqOyljlTMYnhqAJ2m8Pa-wjmg3/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Shevannai the Voices of Elves,https://drive.google.com/file/d/1yOMXPdxVutUoniwG9uii-OX3X1bf8uSC/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Cantus,https://drive.google.com/file/d/1IDYt9Xlw4jsKyCMCeYoJ8XKMWJsgdw-S/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Altus,https://drive.google.com/file/d/1Hq_CKHkB01UKKOBDenMK1Cvqh8bY7NBA/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Acoustic Saz,https://drive.google.com/file/d/1oTCIZrxK-STx7-zIrPIJsMgStO7v1Ndj/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Fractured Prepared Acoustic Guitars,https://drive.google.com/file/d/1r392kVXTq1mT8qjDQw_4MOi-3Z33Malr/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Acoustic Legends,https://drive.google.com/file/d/1XJIxLnbLaFVawVnq_j_hZ39w-tHTVwun/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Acou6tics,https://drive.google.com/file/d/1pjdiYL9wv7LvVnJxlm-EWv3hk-EMnTU7/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Evolution Acoustic Guitar Steel Strings,https://drive.google.com/file/d/1SUkrBnWyeqXaJxyGXcI1DxNx_08anVzS/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Plectra Series 4 - Turkish Oud,https://drive.google.com/file/d/1cFNb-AVUO16cUnyAIVRmEvWPfnOQCXb9/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Indiginus - Renaxxance Exprexxive Nylon String Guitar,https://drive.google.com/file/d/1IDHGlyE7JvGkW1Kg0_wZjaaQWb4rDHJn/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Evolution Mandolin,https://drive.google.com/file/d/1dO_ZYctk_AsmnYxtw28FuTvsRKp_iKHP/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Acou6tics 1.1 Update,https://drive.google.com/file/d/1faLs3zNYpBt6fwkJoHZuZAgTAcpziQ6X/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,PettinHouse - Ukulele Guitar,https://drive.google.com/file/d/1okVWwKdsyioV2P7QfVZaV_LMgHAlqzF3/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Session Guitarist Strummed Acoustic 2,https://drive.google.com/file/d/1BMk5Hd67DK9bP9pi2J6eri35OPz2aHxk/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Nylon Guitar,https://drive.google.com/file/d/1OaXHgUjjPiRPd10FoWzm7C5nUMylgcUy/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Indiginus - Acoustic Guitar Collection,https://drive.google.com/file/d/1f0ziY0tUxuaKfsb6zjnQxgIgZ73T2Gxw/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Session Guitarist Strummed Acoustic,https://drive.google.com/file/d/1r20aycFuaIKTNlnOeVFJh99kk8FbkZ9w/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Acoustic Guitar,https://drive.google.com/file/d/1MsMXi21n3m2dfNpazkmpDHFSdr1Y_Opx/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Mandolin Strummer,https://drive.google.com/file/d/1oGmFo8RRSda3kiMuVw-9C_2Y4-6dOxWC/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Nylon Guitar Strum,https://drive.google.com/file/d/1pb4HjFsXjoZb-XxAiLrOn58qiARA-rSl/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Acoustic Revolutions Vol. 1,https://drive.google.com/file/d/1KqPOSCX3pA2PxivUxkdmB1bFJ3eDmPqd/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Instant Ukelele Guitar Bundle,https://drive.google.com/file/d/1z0w7xmftpieoTbDmE_8WTuGwKzXlbCHw/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Acoustic Guitar + Strum,https://drive.google.com/file/d/18IlNZD36RCgR8e12uZmtCjrouEmVYo0D/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Mandolin Solo,https://drive.google.com/file/d/1f0zsmTm5z0dxnq-HN4r2rULr3GJ_IhWX/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Instant Guitar Series - 12 String Guitar Bundle,https://drive.google.com/file/d/1nWJpQP_xKrukDXVmfuI3RpxQR1vmUu56/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Cinematique Instruments - Guitar Harmonics,https://drive.google.com/file/d/17IkxZ3upLibHBq48C237xXFN3d8zD2kT/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Steel String Guitar Bundle,https://drive.google.com/file/d/18zW1LX0J5Zz3IDInjm-Ft1phsiXkuMXe/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Songwriting Guitar Vol. 1,https://drive.google.com/file/d/1aLoU92cYZaakPTBBURduHgXBXsouYDcO/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Guitalele,https://drive.google.com/file/d/12z_sihxZ3bdVmtGRYYe55v8frg7A2cmo/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Scarbee - Red Bass,https://drive.google.com/file/d/1kIfN96khscbdRsh8oomACb_XztBnO64R/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Dobro Solo,https://drive.google.com/file/d/1jvN3VCOM-NDb6KpeECtUDY1xYyg5hjo8/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Dan Dean Productions - Solo Strings Advanced Acoustic Bass Expansion,https://drive.google.com/file/d/1e3A5O_-3nDJMUkyCrGOB0b9IlAVrjTT2/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Scarbee - Black Bass D.I.,https://drive.google.com/file/d/1xL3JmrrxTBT6F_-hf4F59gSnXI94iexF/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sonart Audio - Deluxe Series Upright Bass,https://drive.google.com/file/d/1A2IkbN_EQVSyoTVjd-SHVlYtdxL-7TWv/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Bela D Media - Lastufka Acoustic Bass Guitar,https://drive.google.com/file/d/1jIZDZcsDK82WmOw7Si72mCeUlZ_P4jCl/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - W-DirectBass,https://drive.google.com/file/d/1ow5Hi4AQEp0UNjkzMmQGTK8yl66iA3Qd/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sound Refinery - Instant Bass,https://drive.google.com/file/d/1fYzYfm3oBaiv0sfwhkDoMo2v_cXKjB4-/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Evolution™ Electric Bass - Rick,https://drive.google.com/file/d/1jCQWBxKimQKjy9Cy-9SAu0i7f6twywDJ/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,realsamples - 5-String Bass Collection,https://drive.google.com/file/d/1N7MduQCWtp2QnT1NrE1AxH3WMThH8phP/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Realsamples - Slap Bass Collection,https://drive.google.com/file/d/1GGfV9GiH7DqAYbnuJ6LtKk8rm4YkffCB/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Samplephonics - Session 004 Simon Goulding Live Funky Bass Guitar,https://drive.google.com/file/d/1xkl65UOgUj-6aB5OjLvtpzlIO0c5xi1v/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Iconic Bass Jaco,https://drive.google.com/file/d/1z384RXuqsU8LaY0rTXSSwxb5WqVx2S7z/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - CoreBass Pear,https://drive.google.com/file/d/1-44Pn3VHQUmGETTWCAUD57KMcKZevWK_/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Puremagnetik Micropak - Big Bertha,https://drive.google.com/file/d/11k2Dhh82D5erWssVgqgy-3IVXDBufWtB/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Prominy - SR5 Rock Bass 1.01,https://drive.google.com/file/d/18wpspgX_dFCETVfMqFrysmIGGWKBwS0a/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Cherry Electric Bass,https://drive.google.com/file/d/1mD80UC-QFUDu6XPKeI8TNUlASy-83OH6/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee Pre-Bass Amped Timeless Electric Bass,https://drive.google.com/file/d/18IkyKWpe1c1ImS8uUcTQxrZCqHj53aC9/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee Pre-Bass 1.1.0,https://drive.google.com/file/d/1b71H-f5qTdPMhRGb647LkyChM9w4hYEq/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - CoreBass Cherry Slapped,https://drive.google.com/file/d/1e92jdRbSUkK9MWirebB_iiDVS_Rhj6j8/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee MM-Bass 1.2.0 UPDATE ONLY,https://drive.google.com/file/d/1BkmtnXPRPUYBsKgKIzWtIIrawtWR4cUB/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee MM-Bass,https://drive.google.com/file/d/1Zr9RXy0UnuqrvZgDcIefSF4nLyWBxHFX/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Lyrical Distortion - ‘72 Jazz Bass Direct,https://drive.google.com/file/d/1eMkhUXVmeH3fip5JLN1cmue-kTzo5uyL/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee MM-Bass Amped,https://drive.google.com/file/d/1msQ_GXi3aUCNDiNXEIvRiHAkGp50Zi39/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Modern Bass,https://drive.google.com/file/d/1yz5LC8Ze3c2_zCFccdL9y0ZEII62gvkR/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee Jay-Bass 1.1.0,https://drive.google.com/file/d/17M0JbsM20LzwmczPC1BsrNYWSthI5gm2/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,ManyTone - Upright Bass,https://drive.google.com/file/d/1Cnv3DVJ9X5t5yqQw-k_SRzasYRe7C9JI/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Shreddage Bass Picked Edition,https://drive.google.com/file/d/1RNmC6sa-oAXSEC4QLMKNfcztEgM23i7q/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,M-Audio - ProSessions Producer Electric Bass Vol.1 Rock,https://drive.google.com/file/d/1l_RDAoWEoXFHRdMNebnuKcsIMjY40Ldr/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Loopmasters - Danny Thomson Double Bass,https://drive.google.com/file/d/1Qo1bKGeRu5K2e9weon6advYRHkg5eMiQ/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - Classic Bass,https://drive.google.com/file/d/1geAOOwE2Nx7adRmSgYb7IOKpP9qlLe__/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Basstard,https://drive.google.com/file/d/12VI7outc65LaymLbwJl2TIyScLChE7F0/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavelore - Glide Resonator Slide Guitar 1.1,https://drive.google.com/file/d/1gwJVM1VsLnSZDZTfXT8cEliZKGi5h7tF/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - Power Guitars,https://drive.google.com/file/d/12UM_q8AVNGq_vveSgAt_fLLpxkQX1aZv/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Chris Hein Bass,https://drive.google.com/file/d/1fAKOlgsh9KSqJzsbJQfBDO3it5h9RsTH/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - W-Harmonics,https://drive.google.com/file/d/1wUAhf7TMNUxBw3OpfxVcoh4YPnxtJEkd/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sample Logic - Cinematic Guitars Infinity,https://drive.google.com/file/d/1iQNtwlRTcYc4EOeJhc_XARb5hkXzUgNu/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - Marxophone,https://drive.google.com/file/d/1EDSZ5-Ky01Q1qNxiTxHOKx3Gqss-SAap/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - Ukulele Strum,https://drive.google.com/file/d/1hV_hXUw9UOxb52c04Gs9mRO5eAtd7X-c/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - StrumGTR – Vol. I. Electric,https://drive.google.com/file/d/1vVujgCyC5mC3FqoOCmAGksk9MADnpK--/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sample Logic - Cinematic Guitars,https://drive.google.com/file/d/1JqSN0I2e0l0maOKfBzGZr0Z7M_hkalUA/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Bizarre Sitar 2.0,https://drive.google.com/file/d/1aE1u_WxCWvwEbT1ta3MVqItQV6fAqYiU/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Electric Saz,https://drive.google.com/file/d/1q9tBScQjq-ix1zG597lFU4sTD6dkfqIe/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Universal Samplings - Guitar FX,https://drive.google.com/file/d/1qJYsNnhwaibC0mDsrMixgewitKtax_li/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,SoundfrostMusic - PowerChord Guitars - No.01 Drive to Hell,https://drive.google.com/file/d/17aKitZA08aLFUjbI7yg-059D1FOZesfy/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,SoundfrostMusic - PowerChord Guitars - No.02 Power of Tangerine,https://drive.google.com/file/d/1YhVIEotRZIJBIgYvITXT8DKDbX-ivC9g/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sample Logic - Cinematic Guitars Organic Atmospheres,https://drive.google.com/file/d/1oPN2iHjC3qwKmcyK7GI-sQ2AUqBQp8j6/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Prominy - V Metal,https://drive.google.com/file/d/1As1TMJZaDBXW-MpVBBkGXxz44rfA6yho/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Pettinhouse - DirectGuitar 2.1,https://drive.google.com/file/d/1IAC3cO7oTa7va9ccnC_2_0pNLjJw--k9/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sample Logic - Cinematic Guitars 2,https://drive.google.com/file/d/1Iu4z9RrRIzccVUnAm2xWWLDn2Qq234rT/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - SLIDE Lap Steel UPDATE,https://drive.google.com/file/d/185pzVg9SzO7XkkmP3PnFsy4XXo5hAvVl/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Nine Volt Audio - Metal Guitar Riffs _ Rhythms - Amped _ Distorted,https://drive.google.com/file/d/1W6gOQaq6GE8r__yXgEidxOZDhBmm1bwV/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Lap Steel Guitar,https://drive.google.com/file/d/14oCqqzo4OBnI7dF-WRarNFkCkW5h0CIv/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Pettinhouse - FunkyGuitar,https://drive.google.com/file/d/1PWeF_Ti_gEHZLKD38pWRt6g9eVxyyM_f/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Prime Loops - Essential Flamenco Guitars,https://drive.google.com/file/d/1FQ1HkeUk-FpOKUvYT6B-298BTW1J9znM/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Evolution Electric Guitar Strawberry,https://drive.google.com/file/d/1-yF1jbtGWPLW_2xfU1S0c9YldcU1m1PM/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Mind Control,https://drive.google.com/file/d/1rwQOLCzvlqwduHkavnY96pSz-wfGLpME/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Orange Tree Samples - Evolution Electric Guitar - Stratosphere,https://drive.google.com/file/d/1CSuvjY1H-GjG2NkaBKF_2S6IRK9gAQzZ/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - TC Electric Guitar,https://drive.google.com/file/d/1FJqNTCO3lv5gdponalJQ1dnKGJzzEZS0/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Indiginus - Torch Electric Guitar,https://drive.google.com/file/d/1R22fxN3Xvd4uOZe-XtuXrWH-fz8O0f0d/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Native Instruments - Scarbee Funk Guitarist The Funk Phenomenon,https://drive.google.com/file/d/1aJJ3LrVs4xHpV5EY-HD1Uehd3htoJ3bB/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Shreddage Electric Rhythm Guitar,https://drive.google.com/file/d/17d0LPl0s4m7qYin5gXHjnu5lK3Se8cE9/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Shreddage Electric Rhythm Guitar UPDATE,https://drive.google.com/file/d/1TuyNNTSR9OuzMmt1LSMfHCqLV0WpYAfY/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Shreddage 2,https://drive.google.com/file/d/1KJx7ZZSRwRxxOcRzqUeEvlQSTIa50jmx/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - LP Electric Guitar,https://drive.google.com/file/d/152cYZBI-oc6e5ewtOyK-wyy8q31yuwz4/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Ilya Efimov - LP Electric Guitar + Strum,https://drive.google.com/file/d/1rfZ--0EeWfUK-2hp896-pTcKlyktgUxM/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,CineSamples - Iron Guitars,https://drive.google.com/file/d/1FQ9DwMQsHahhXEgtOjADUEm4YLZxrjJC/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Impact Soundworks - Archtop Hollowbody Electric Guitar,https://drive.google.com/file/d/11DsweNZFLIlhdiBwvLbDqMuwBYJoY5Kp/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Best Service - Chris Hein Guitars,https://drive.google.com/file/d/1yB62IejFGphB2v5teE_hi-I9FmJYlrl6/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Rhythmic Aura Guitars,https://drive.google.com/file/d/1DzGMSgytzj90FGujJR1vEzEDi5064M7l/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - The New Ambient Guitar,https://drive.google.com/file/d/1OwetNBQ6MfUeyICc-mAd82Go8DmmIRLk/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Post Apocalyptic Guitar,https://drive.google.com/file/d/1Q54vnOagwFdMBKY28vQIiN_CltzYsziP/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Progressive Metal Guitar,https://drive.google.com/file/d/1a1dSYEcGGoeEMqJmNFv4PsCqIKkvhfl3/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Songwriting Guitar Vol. 2,https://drive.google.com/file/d/1lIXKqtZ5E-sHffeUP4FnlT3mm1OMhO_A/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Attitudei - Guitars Volume 2 - Chords _ Strums,https://drive.google.com/file/d/1qhiPoBHiLbmot56YNaQPff7fr08MCdMX/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Epic Guitars Vol. 1,https://drive.google.com/file/d/1VrpVK9ZGrtSC90V1Zq7pJGhOWscX755Z/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,CineSamples - Metallurgy,https://drive.google.com/file/d/1RPdW0N9_o85TjP_UwFly67M2AxQNH64G/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,8Dio - Ambient Guitar,https://drive.google.com/file/d/1COTVH6H88D4EeMyzUfPZ65-Xa1uufQYc/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Tabla Vol 1 Loops,https://drive.google.com/file/d/1y0405RI5GGrU2BsFamnCe1pZA5wm8RvG/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Cinesamples - Deep Percussion Beds 2,https://drive.google.com/file/d/13uaCMIm3nmFVqo1-DvE7a2mRn8fTy8by/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Cinesamples - Deep Percussion Beds,https://drive.google.com/file/d/1Pn5q2wII0ALng6AMWgTfPzg6QOjKBYJP/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spitfire Audio - Mandolin Swarm,https://drive.google.com/file/d/1wPyU-KNZQworaga9yGy072JVM8gQFz3c/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Big Fish Audio - Epic Cinematic Drums and Sound Design,https://drive.google.com/file/d/1Qg_kQNqcmMfL_ERPyGiC9vDFniSyqbnc/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Westgate Studios - Modular Series Timpani,https://drive.google.com/file/d/1ZI-rwOy5lzaQfZ2bUNs3OXH_PaqtcqCV/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - W-Timpani,https://drive.google.com/file/d/1-ynGRSEq9N-vlQRT8ap4VKXeb2Xh121D/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Shake Vol.1,https://drive.google.com/file/d/1CTpmXmOyh-u7795BmIg4wj7GhR3vUB7P/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Elite Orchestral Percussion 1.2,https://drive.google.com/file/d/1ipQR5If1-rfx7ILVaBIzWBGKKqyDXA9D/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Wavesfactory - W-Tambourine,https://drive.google.com/file/d/13DRn-ELJ7XzmaNYWJg2pCZu9iM5Cd6IZ/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Vir2 Instruments - Cinematic Thunder Epic Orchestral Toms,https://drive.google.com/file/d/1g8Tj9EkfMWxj18hzp2bD7AM7ORSeJFay/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spitfire Audio - HZ01 Hans Zimmer Percussion London Ensembles,https://drive.google.com/file/d/1oapYsRbI8e8dKJOOfLsxQoREPj9f5JEX/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Rust Vol.2 version 2.0,https://drive.google.com/file/d/1Mgkc827ITGZlFBX26hjLi8AjuWhiQSx1/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spitfire Audio - Scraped Percussion,https://drive.google.com/file/d/1UJ-cpS2-ey4wwcnguQX0T4RJWRLja9xz/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Strezov Sampling - Thunder,https://drive.google.com/file/d/10glfW3uql1xdiOP_jAeMog8CQAYlX9Gu/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spitfire Audio - Percussion REDUX v1.3,https://drive.google.com/file/d/15fI66RCv0VgXRXg72pGzFd-RzO0A_2d6/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spaectrum Arts - The Container,https://drive.google.com/file/d/1KspWpm3lTznGEVbl3wCDZq-mrvTLI_a6/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Tapspace - Virtual Drumline 2.5.5,https://drive.google.com/file/d/1RtMsiq63VYFKJuqxSBFURiUy_MD8poo-/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Rust Vol 2 Epic Iron,https://drive.google.com/file/d/127R0Bhb-w2rXQETTD7cDFLHO8uhTWAY9/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Shudder,https://drive.google.com/file/d/1Fz9VT3jYmILLs62dg-lbz-r2z9N40odA/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Spitfire Audio - Glass and Steel,https://drive.google.com/file/d/1xPJOmZXqCgdjMB4o3s8RfoB6VeHu-rhI/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Rust 3,https://drive.google.com/file/d/10tlj61V56krrP-lOECHSYT5SJ3BDBy_P/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Rust Vol 1,https://drive.google.com/file/d/14m0f_OnldrunlL_j1oevy3EeFZWyZz8a/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,FTSamples - Timpani On Fire Vol.1,https://drive.google.com/file/d/12sSIWYLOyQG-_c3k8L21Vqt2DaDF16nc/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Iron Throne,https://drive.google.com/file/d/19OqW3uq6woIZznOlJp1y2JC3NZk0LbnK/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Cymbology Vol 1 Bowed,https://drive.google.com/file/d/1rK39WM2QGkRNnUCUuTAg7CMNBE4U7P8V/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Clack,https://drive.google.com/file/d/1L6wcssKALfk6DF7oHUA38KKrRjikF4Xu/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - High School Drum Corps 2.0,https://drive.google.com/file/d/1Nzr8nVUQIeqTzYK-81E4LZjwoJMBj25-/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Bamboo Stick Ensemble,https://drive.google.com/file/d/1jRXnbEnJTdLJBUr7nMe3CnX79jEOeqbd/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sonokinetic - Fe Iron and Metal Elements,https://drive.google.com/file/d/1r0Yw6AGyDf4agI_g6XvnC_UHTSC7hIAs/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sonokinetic - Felt Force One Orchestral Percussion,https://drive.google.com/file/d/1JMwdrGDmGlNZKVYh8xlnuEseTHV0KYBb/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Apocalypse Percussion Ensemble v2,https://drive.google.com/file/d/1j-MJuE3BYlzWWkfTcQdqsUTMoC_KiwdW/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Soundiron - Apocalypse Percussion Ensemble,https://drive.google.com/file/d/1u0CbRHpvxP47Hmt-iuHLKU__8VPTc_-O/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sampleism - Tronto,https://drive.google.com/file/d/1HoUgvFZxWW1cbOlyELwhTVxbP_AN1Vv3/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sampleism - LS Small Percussion,https://drive.google.com/file/d/1JA5NyTS3XuK37qwBjgLDOLv0euUGnBAF/view?usp=drivesdk,9/22/2018,4/20/2020
FALSE,Sample Logic - Rumble,https://drive.google.com/file/d/1P9eEmt8YyPYY7neLItRGA_OYSi8mlb4Q/view?usp=drivesdk,9/22/2018,4/20/2020
